term,E,P,A,E2,P2,A2
discouraged,-2.51,-1.57,-1.83,-2.51,-1.57,-1.83
discreet,1.05,1.04,-2.26,1.05,1.04,-2.26
disgusted,-2.36,0.35,0.43,-2.36,0.35,0.43
disheartened,-2.41,-1.00,-1.62,-2.41,-1.00,-1.62
dishonest,-3.10,-0.24,-0.36,-3.10,-0.24,-0.36
disloyal,-3.21,0.13,0.11,-3.21,0.13,0.11
dismayed,-2.03,-0.71,-0.79,-2.03,-0.71,-0.79
disobedient,-2.08,0.14,1.18,-2.08,0.14,1.18
displeased,-2.07,-0.27,-0.67,-2.07,-0.27,-0.67
disreputable,-2.26,-0.72,0.92,-2.26,-0.72,0.92
disrespectful,-3.02,-0.67,1.19,-3.02,-0.67,1.19
dissatisfied,-2.44,-0.78,-1.50,-2.44,-0.78,-1.50
distant,-1.41,-0.14,-2.15,-1.41,-0.14,-2.15
distressed,-2.44,-1.26,0.56,-2.44,-1.26,0.56
distrustful,-2.24,-0.52,-0.56,-2.24,-0.52,-0.56
disturbed,-2.45,-0.40,0.07,-2.45,-0.40,0.07
divorced,-1.70,-0.46,0.10,-1.70,-0.46,0.10
dogmatic,-0.11,0.30,0.67,-0.11,0.30,0.67
dominant,0.87,2.86,1.66,0.87,2.86,1.66
domineering,-1.32,2.32,1.41,-1.32,2.32,1.41
doubtful,-1.29,-0.74,-1.15,-1.29,-0.74,-1.15
downhearted,-2.15,-0.94,-1.87,-2.15,-0.94,-1.87
drowsy,-1.79,-1.22,-2.52,-1.79,-1.22,-2.52
drunken,-1.36,-1.62,1.64,-1.36,-1.62,1.64
dull,-2.09,-2.19,-2.65,-2.09,-2.19,-2.65
dumb,-2.20,-2.19,-1.43,-2.20,-2.19,-1.43
dutiful,2.00,1.36,-0.23,2.00,1.36,-0.23
eager,1.52,1.09,1.87,1.52,1.09,1.87
earnest,2.24,1.55,-0.35,2.24,1.55,-0.35
easygoing,1.98,0.88,-0.95,1.98,0.88,-0.95
eccentric,1.08,1.15,1.77,1.08,1.15,1.77
ecstatic,2.86,2.39,2.30,2.86,2.39,2.30
educated,3.48,3.39,0.35,3.48,3.39,0.35
effective,2.92,2.84,0.84,2.92,2.84,0.84
efficient,2.93,2.64,1.41,2.93,2.64,1.41
egoistic,-2.18,0.15,1.47,-2.18,0.15,1.47
egotistical,-1.87,0.19,1.43,-1.87,0.19,1.43
elated,2.95,2.09,1.46,2.95,2.09,1.46
elderly,0.56,-0.73,-2.14,0.56,-0.73,-2.14
elegant,2.29,1.81,-0.72,2.29,1.81,-0.72
embarrassed,-2.06,-1.37,-0.59,-2.06,-1.37,-0.59
embittered,-1.62,-0.95,-0.85,-1.62,-0.95,-0.85
emotional,0.00,-0.07,0.33,0.00,-0.07,0.33
empathetic,2.51,1.65,-1.00,2.51,1.65,-1.00
employed,3.20,2.19,0.71,3.20,2.19,0.71
empty,-3.17,-1.96,-2.70,-3.17,-1.96,-2.70
energetic,2.90,2.57,2.85,2.90,2.57,2.85
enraged,-2.54,1.37,2.76,-2.54,1.37,2.76
enterprising,1.35,1.77,1.09,1.35,1.77,1.09
enthralled,1.87,1.49,1.42,1.87,1.49,1.42
enthusiastic,2.84,2.42,2.36,2.84,2.42,2.36
entrusting,1.82,1.53,-0.42,1.82,1.53,-0.42
envious,-2.07,-0.82,-0.78,-2.07,-0.82,-0.78
erratic,-0.98,-0.44,2.14,-0.98,-0.44,2.14
esteemed,2.19,2.22,0.06,2.19,2.22,0.06
euphoric,3.02,2.26,1.38,3.02,2.26,1.38
evil,-3.36,1.30,0.77,-3.36,1.30,0.77
exasperated,-1.94,-1.44,-0.07,-1.94,-1.44,-0.07
excitable,1.58,1.21,2.41,1.58,1.21,2.41
excited,2.77,2.13,2.46,2.77,2.13,2.46
experienced,3.10,2.71,0.85,3.10,2.71,0.85
extravagant,0.52,1.46,2.22,0.52,1.46,2.22
extroverted,1.24,1.63,2.40,1.24,1.63,2.40
exuberant,2.27,2.16,1.84,2.27,2.16,1.84
fair,3.14,2.12,-0.22,3.14,2.12,-0.22
faithful,2.89,2.41,-0.86,2.89,2.41,-0.86
fashionable,1.66,1.23,1.00,1.66,1.23,1.00
fearful,-2.41,-1.07,-0.81,-2.41,-1.07,-0.81
fed_up,-2.44,-0.47,0.03,-2.44,-0.47,0.03
female,2.15,1.42,0.79,2.15,1.42,0.79
feminine,1.07,0.60,0.08,1.07,0.60,0.08
fickle,-1.35,-1.16,-0.08,-1.35,-1.16,-0.08
finicky,-1.11,-0.82,0.57,-1.11,-0.82,0.57
flamboyant,0.10,0.81,2.37,0.10,0.81,2.37
flexible,2.33,1.35,0.05,2.33,1.35,0.05
flustered,-1.57,-0.48,0.77,-1.57,-0.48,0.77
foolish,-1.98,-1.57,1.07,-1.98,-1.57,1.07
forgetful,-1.94,-1.04,-0.96,-1.94,-1.04,-0.96
forgiving,3.10,2.65,-0.62,3.10,2.65,-0.62
fretful,-1.24,-1.04,-0.03,-1.24,-1.04,-0.03
friendly,3.09,2.25,0.58,3.09,2.25,0.58
frivolous,-0.81,-0.07,1.01,-0.81,-0.07,1.01
frustrated,-2.03,-0.78,0.78,-2.03,-0.78,0.78
fun_loving,2.73,1.82,1.63,2.73,1.82,1.63
furious,-1.86,0.62,1.78,-1.86,0.62,1.78
generous,3.53,2.57,-0.09,3.53,2.57,-0.09
gentle,2.50,0.98,-1.85,2.50,0.98,-1.85
giddy,2.32,1.28,2.25,2.32,1.28,2.25
glad,3.19,2.42,0.75,3.19,2.42,0.75
gleeful,2.82,1.96,1.81,2.82,1.96,1.81
gloomy,-2.40,-1.23,-2.22,-2.40,-1.23,-2.22
glum,-2.35,-1.51,-2.02,-2.35,-1.51,-2.02
good,3.54,2.28,-0.25,3.54,2.28,-0.25
good_natured,3.43,2.24,-0.17,3.43,2.24,-0.17
gossipy,-2.30,-0.30,2.13,-2.30,-0.30,2.13
gourmet,1.79,1.22,0.31,1.79,1.22,0.31
graceful,2.67,1.84,-1.22,2.67,1.84,-1.22
grateful,3.24,2.24,-0.24,3.24,2.24,-0.24
greedy,-2.45,0.23,1.18,-2.45,0.23,1.18
gregarious,0.94,1.16,1.28,0.94,1.16,1.28
grief_stricken,-2.59,-0.95,-1.72,-2.59,-0.95,-1.72
grouchy,-2.23,-0.67,-0.54,-2.23,-0.67,-0.54
grumpy,-2.18,-0.61,-0.63,-2.18,-0.61,-0.63
guilty,-2.26,-0.59,-1.03,-2.26,-0.59,-1.03
gullible,-1.57,-1.49,-0.67,-1.57,-1.49,-0.67
handsome,2.30,2.18,0.61,2.30,2.18,0.61
happy,3.54,2.85,0.85,3.54,2.85,0.85
hardworking,3.23,2.79,0.88,3.23,2.79,0.88
hassled,-2.65,-0.58,1.77,-2.65,-0.58,1.77
haughty,-1.84,0.03,1.07,-1.84,0.03,1.07
heart_broken,-2.79,-0.85,-1.45,-2.79,-0.85,-1.45
heavy_hearted,-1.32,0.20,-1.74,-1.32,0.20,-1.74
helpful,3.27,2.94,0.42,3.27,2.94,0.42
helpless,-2.74,-2.82,-1.89,-2.74,-2.82,-1.89
hesitant,-0.40,-0.98,-1.84,-0.40,-0.98,-1.84
homesick,-1.79,-0.19,-1.46,-1.79,-0.19,-1.46
honest,3.24,2.84,0.16,3.24,2.84,0.16
honorable,3.34,2.85,-0.26,3.34,2.85,-0.26
hopeful,2.64,2.16,-0.65,2.64,2.16,-0.65
hopeless,-3.18,-2.43,-2.29,-3.18,-2.43,-2.29
horny,0.93,1.41,1.59,0.93,1.41,1.59
horrified,-2.53,0.03,0.78,-2.53,0.03,0.78
hostile,-2.76,0.63,1.47,-2.76,0.63,1.47
hotheaded,-2.24,-0.04,2.42,-2.24,-0.04,2.42
humane,3.15,2.51,-0.26,3.15,2.51,-0.26
humble,3.02,1.84,-1.82,3.02,1.84,-1.82
humiliated,-3.02,-1.00,0.58,-3.02,-1.00,0.58
hurt,-2.66,0.20,-1.06,-2.66,0.20,-1.06
idealistic,1.51,1.19,0.55,1.51,1.19,0.55
ignorant,-2.83,-2.16,-0.17,-2.83,-2.16,-0.17
ill_at_ease,-1.92,-0.74,-1.19,-1.92,-0.74,-1.19
imaginative,2.79,2.61,0.44,2.79,2.61,0.44
immature,-2.15,-1.77,1.47,-2.15,-1.77,1.47
immoral,-2.44,-0.24,0.82,-2.44,-0.24,0.82
impatient,-1.92,-1.09,1.06,-1.92,-1.09,1.06
impolite,-2.68,0.09,1.17,-2.68,0.09,1.17
impractical,-1.72,-1.05,0.48,-1.72,-1.05,0.48
impressionable,1.25,1.01,0.43,1.25,1.01,0.43
impulsive,-0.46,0.25,2.24,-0.46,0.25,2.24
incompetent,-2.76,-2.39,-1.06,-2.76,-2.39,-1.06
inconsiderate,-3.09,-0.63,0.66,-3.09,-0.63,0.66
inconspicuous,0.54,0.34,-2.00,0.54,0.34,-2.00
incredulous,-0.34,-0.01,0.40,-0.34,-0.01,0.40
indecent,-2.21,-0.60,1.28,-2.21,-0.60,1.28
indecisive,-1.53,-1.64,-1.28,-1.53,-1.64,-1.28
independent,2.76,2.70,0.71,2.76,2.70,0.71
indifferent,-0.67,-0.65,-1.40,-0.67,-0.65,-1.40
indignant,-0.93,-0.23,0.38,-0.93,-0.23,0.38
indolent,-0.65,-0.60,-0.27,-0.65,-0.60,-0.27
indulgent,-0.27,0.00,0.65,-0.27,0.00,0.65
industrious,1.92,2.04,1.44,1.92,2.04,1.44
inexact,-1.42,-0.58,-0.11,-1.42,-0.58,-0.11
inexperienced,-1.02,-1.64,-0.74,-1.02,-1.64,-0.74
infatuated,0.24,0.13,0.89,0.24,0.13,0.89
inhibited,-1.27,-0.74,-0.92,-1.27,-0.74,-0.92
innocent,1.79,0.04,-1.22,1.79,0.04,-1.22
inquisitive,2.30,1.82,0.93,2.30,1.82,0.93
insane,-1.65,-0.93,1.35,-1.65,-0.93,1.35
insecure,-2.67,-1.07,-1.67,-2.67,-1.07,-1.67
insensitive,-2.24,-0.03,0.42,-2.24,-0.03,0.42
insincere,-2.87,-0.73,-0.32,-2.87,-0.73,-0.32
intellectual,3.16,3.10,0.00,3.16,3.10,0.00
intelligent,3.06,3.06,0.59,3.06,3.06,0.59
interested,2.38,1.65,0.15,2.38,1.65,0.15
intimidated,-2.51,-1.49,-0.35,-2.51,-1.49,-0.35
intolerant,-2.52,-0.50,0.60,-2.52,-0.50,0.60
intoxicated,-0.75,-1.05,1.67,-0.75,-1.05,1.67
introspective,1.52,1.05,-1.27,1.52,1.05,-1.27
introverted,0.23,-0.73,-1.80,0.23,-0.73,-1.80
irate,-2.08,0.23,1.47,-2.08,0.23,1.47
irked,-2.07,-0.35,0.34,-2.07,-0.35,0.34
irrational,-2.62,-0.91,1.48,-2.62,-0.91,1.48
irritable,-1.98,-0.82,0.88,-1.98,-0.82,0.88
irritated,-2.23,-0.51,0.46,-2.23,-0.51,0.46
irritating,-2.62,0.04,2.12,-2.62,0.04,2.12
jealous,-2.44,-0.73,0.41,-2.44,-0.73,0.41
jittery,-0.66,-0.23,2.21,-0.66,-0.23,2.21
joyful,3.51,2.78,1.80,3.51,2.78,1.80
joyless,-2.83,-1.57,-2.17,-2.83,-1.57,-2.17
jubilant,2.83,2.27,2.20,2.83,2.27,2.20
kind,3.49,3.01,-0.11,3.49,3.01,-0.11
kindly,3.22,2.46,-0.08,3.22,2.46,-0.08
knowledgeable,3.15,3.27,0.15,3.15,3.27,0.15
lazy,-2.02,-2.09,-2.53,-2.02,-2.09,-2.53
lenient,1.13,0.39,-1.07,1.13,0.39,-1.07
light_hearted,1.77,0.88,0.15,1.77,0.88,0.15
lively,2.26,2.04,2.43,2.26,2.04,2.43
lonely,-2.81,-1.27,-2.70,-2.81,-1.27,-2.70
lonesome,-2.39,-1.42,-2.48,-2.39,-1.42,-2.48
lost,-2.18,-1.41,0.05,-2.18,-1.41,0.05
loved,3.58,3.53,0.38,3.58,3.53,0.38
lovesick,-1.60,-0.01,-1.26,-1.60,-0.01,-1.26
low,-2.66,-1.66,-2.28,-2.66,-1.66,-2.28
lower_class,-1.27,-1.97,-0.73,-1.27,-1.97,-0.73
loyal,3.43,2.90,-0.54,3.43,2.90,-0.54
lucky,2.68,1.33,0.62,2.68,1.33,0.62
lustful,-0.43,0.25,0.74,-0.43,0.25,0.74
mad,-1.80,-0.07,1.20,-1.80,-0.07,1.20
male,1.64,1.84,1.09,1.64,1.84,1.09
malicious,-2.84,0.89,0.47,-2.84,0.89,0.47
maniacal,-1.72,0.78,1.71,-1.72,0.78,1.71
manic,-1.65,-0.67,2.04,-1.65,-0.67,2.04
manipulative,-2.38,1.60,-0.54,-2.38,1.60,-0.54
married,2.36,2.23,0.20,2.36,2.23,0.20
masculine,1.33,2.16,1.24,1.33,2.16,1.24
mature,2.77,2.54,-0.79,2.77,2.54,-0.79
mean,-2.75,0.89,1.29,-2.75,0.89,1.29
mediocre,-1.58,-1.66,-1.17,-1.58,-1.66,-1.17
meek,0.17,-1.06,-1.93,0.17,-1.06,-1.93
melancholic,-1.22,-1.35,-2.00,-1.22,-1.35,-2.00
mentally_ill,-1.98,-1.76,-0.96,-1.98,-1.76,-0.96
mentally_retarded,-0.98,-1.46,-0.84,-0.98,-1.46,-0.84
merry,2.93,1.88,1.62,2.93,1.88,1.62
messy,-1.80,-0.85,1.12,-1.80,-0.85,1.12
methodical,1.66,1.32,-1.41,1.66,1.32,-1.41
middle_aged,0.32,0.93,-0.68,0.32,0.93,-0.68
middle_class,1.11,0.49,0.01,1.11,0.49,0.01
mischievous,-1.21,0.58,0.08,-1.21,0.58,0.08
miserable,-3.00,-1.55,-1.81,-3.00,-1.55,-1.81
miserly,-1.94,-0.46,-1.41,-1.94,-0.46,-1.41
mocking,-2.08,0.10,1.31,-2.08,0.10,1.31
model,1.86,1.56,0.27,1.86,1.56,0.27
modern,1.17,1.00,1.37,1.17,1.00,1.37
modest,2.30,1.28,-1.51,2.30,1.28,-1.51
moody,-1.83,-0.84,0.51,-1.83,-0.84,0.51
mortified,-2.68,-0.82,-0.16,-2.68,-0.82,-0.16
motivated,3.58,3.30,1.64,3.58,3.30,1.64
mournful,-1.77,0.07,-2.55,-1.77,0.07,-2.55
moved,2.65,2.50,-0.63,2.65,2.50,-0.63
