term,E,P,A,E2,P2,A2
assess,0.45,1.11,-0.76,0.45,1.11,-0.76
assist,3.30,2.57,0.56,3.30,2.57,0.56
associate_with,1.76,1.32,0.55,1.76,1.32,0.55
assure,2.56,2.10,-0.20,2.56,2.10,-0.20
astonish,1.62,2.19,1.61,1.62,2.19,1.61
astound,1.66,2.01,1.41,1.66,2.01,1.41
attack,-3.10,1.74,2.41,-3.10,1.74,2.41
attend_to,2.63,1.78,0.32,2.63,1.78,0.32
attract,2.49,2.60,0.77,2.49,2.60,0.77
authorize,1.33,2.13,0.38,1.33,2.13,0.38
avenge,-0.14,2.09,1.00,-0.14,2.09,1.00
avoid,-1.41,-0.31,-0.62,-1.41,-0.31,-0.62
awaken,-0.86,1.39,1.61,-0.86,1.39,1.61
awe,2.09,1.96,0.33,2.09,1.96,0.33
babble_to,-0.69,-0.63,1.88,-0.69,-0.63,1.88
baby,-1.39,-0.40,-0.93,-1.39,-0.40,-0.93
back,2.17,2.08,0.81,2.17,2.08,0.81
backstab,-3.38,0.88,0.33,-3.38,0.88,0.33
badger,-1.93,-0.09,1.95,-1.93,-0.09,1.95
bait,-1.79,1.11,-0.34,-1.79,1.11,-0.34
ban,-1.64,2.35,0.91,-1.64,2.35,0.91
banish,-2.28,2.02,0.94,-2.28,2.02,0.94
bankrupt,-3.32,1.47,0.19,-3.32,1.47,0.19
banter_with,0.37,0.71,1.78,0.37,0.71,1.78
baptize,1.67,1.97,0.24,1.67,1.97,0.24
bargain_with,1.14,1.26,1.07,1.14,1.26,1.07
barricade,-1.79,1.57,0.80,-1.79,1.57,0.80
barter_with,1.18,1.37,1.54,1.18,1.37,1.54
bash,-2.71,0.39,1.48,-2.71,0.39,1.48
bathe,1.35,0.40,-0.71,1.35,0.40,-0.71
bawl_out,-1.09,0.66,1.31,-1.09,0.66,1.31
be_intimate_with,2.49,2.53,-0.18,2.49,2.53,-0.18
be_sarcastic_toward,-0.65,0.50,0.98,-0.65,0.50,0.98
beam_at,1.27,1.31,-0.02,1.27,1.31,-0.02
beat,-1.63,1.73,2.11,-1.63,1.73,2.11
beat_up,-3.26,1.28,2.16,-3.26,1.28,2.16
beckon_to,0.30,0.66,0.45,0.30,0.66,0.45
befriend,2.66,2.51,0.21,2.66,2.51,0.21
befuddle,-1.05,0.48,0.79,-1.05,0.48,0.79
beg,-1.59,-1.97,0.83,-1.59,-1.97,0.83
begrudge,-1.71,0.47,-0.31,-1.71,0.47,-0.31
believe,1.74,1.84,-0.20,1.74,1.84,-0.20
belittle,-3.37,0.01,-0.12,-3.37,0.01,-0.12
bellow_at,-1.04,0.80,1.87,-1.04,0.80,1.87
bend,-0.81,1.29,-0.07,-0.81,1.29,-0.07
bequeath_to,0.45,1.14,0.15,0.45,1.14,0.15
berate,-2.30,0.88,1.72,-2.30,0.88,1.72
beseech,-0.66,0.80,0.41,-0.66,0.80,0.41
bestow_something_to,2.07,2.11,0.52,2.07,2.11,0.52
betray,-3.42,0.57,0.13,-3.42,0.57,0.13
bewilder,-0.22,0.79,0.68,-0.22,0.79,0.68
bewitch,-1.00,1.49,0.42,-1.00,1.49,0.42
bias,-1.89,0.15,-0.13,-1.89,0.15,-0.13
bicker_with,-1.85,0.30,2.11,-1.85,0.30,2.11
bill,-0.27,1.33,-0.21,-0.27,1.33,-0.21
bind,-1.54,1.56,0.19,-1.54,1.56,0.19
bite,-2.40,0.87,1.36,-2.40,0.87,1.36
blabber_to,-1.29,-0.34,1.74,-1.29,-0.34,1.74
blackmail,-3.34,1.51,-0.03,-3.34,1.51,-0.03
blame,-2.21,-0.48,1.06,-2.21,-0.48,1.06
bless,2.39,1.91,-0.06,2.39,1.91,-0.06
blind,-3.30,1.93,0.60,-3.30,1.93,0.60
block,-0.99,1.43,0.66,-0.99,1.43,0.66
bluff,-1.02,1.04,-0.20,-1.02,1.04,-0.20
borrow_money_from,-0.72,-0.63,-0.48,-0.72,-0.63,-0.48
boss,-1.17,1.68,1.61,-1.17,1.68,1.61
bother,-2.04,0.50,1.76,-2.04,0.50,1.76
bow_to,1.09,0.08,-1.31,1.09,0.08,-1.31
box,-1.04,1.34,2.02,-1.04,1.34,2.02
brawl_with,-2.04,0.70,2.74,-2.04,0.70,2.74
break_up_with,-1.54,1.18,0.44,-1.54,1.18,0.44
bribe,-1.43,0.87,0.49,-1.43,0.87,0.49
brief,1.16,1.12,0.40,1.16,1.12,0.40
browbeat,-1.80,0.89,0.83,-1.80,0.89,0.83
brush_off,-1.55,0.88,-0.30,-1.55,0.88,-0.30
brutalize,-3.63,1.35,1.66,-3.63,1.35,1.66
bug,-1.85,-0.02,1.62,-1.85,-0.02,1.62
bully,-3.54,0.89,1.58,-3.54,0.89,1.58
bury,-0.76,1.08,-1.61,-0.76,1.08,-1.61
butter_up,0.15,1.04,0.40,0.15,1.04,0.40
cajole,-0.60,0.68,0.87,-0.60,0.68,0.87
call,1.48,1.02,1.01,1.48,1.02,1.01
calm,2.88,2.13,-2.10,2.88,2.13,-2.10
captivate,2.27,2.92,1.48,2.27,2.92,1.48
capture,-1.06,2.28,1.52,-1.06,2.28,1.52
care_for,3.33,3.01,-0.17,3.33,3.01,-0.17
caress,2.31,1.63,-1.84,2.31,1.63,-1.84
catch,1.17,1.75,1.13,1.17,1.75,1.13
caution,2.10,1.34,0.58,2.10,1.34,0.58
cave_in_to,-1.25,-1.20,-0.70,-1.25,-1.20,-0.70
censure,-0.89,0.73,-0.33,-0.89,0.73,-0.33
challenge,1.30,2.06,1.52,1.30,2.06,1.52
charge,-0.68,1.33,1.26,-0.68,1.33,1.26
charm,2.08,2.03,0.64,2.08,2.03,0.64
chase,-0.84,0.78,1.97,-0.84,0.78,1.97
chastise,-1.55,0.97,1.15,-1.55,0.97,1.15
chat_with,2.26,1.19,1.05,2.26,1.19,1.05
chatter_to,0.45,0.06,1.43,0.45,0.06,1.43
cheat,-3.33,0.12,0.01,-3.33,0.12,0.01
cheat_on,-3.68,0.57,0.05,-3.68,0.57,0.05
cheer,3.03,2.53,2.44,3.03,2.53,2.44
cheer_up,3.23,2.69,1.09,3.23,2.69,1.09
chew_out,-2.04,1.43,2.30,-2.04,1.43,2.30
chide,-0.98,0.54,0.67,-0.98,0.54,0.67
choke,-3.43,1.81,1.70,-3.43,1.81,1.70
choose,1.99,2.40,0.08,1.99,2.40,0.08
cling_to,-0.90,-1.33,-0.22,-0.90,-1.33,-0.22
club,-2.77,1.89,1.81,-2.77,1.89,1.81
coach,2.54,2.20,1.35,2.54,2.20,1.35
coax,-0.16,0.98,-0.05,-0.16,0.98,-0.05
coddle,-0.24,0.26,-0.24,-0.24,0.26,-0.24
coerce,-1.11,1.78,0.54,-1.11,1.78,0.54
collaborate_with,2.23,2.20,0.91,2.23,2.20,0.91
combat,-1.21,1.38,2.01,-1.21,1.38,2.01
comfort,3.45,2.61,-1.46,3.45,2.61,-1.46
command,-0.49,2.38,1.70,-0.49,2.38,1.70
commend,2.19,1.92,0.43,2.19,1.92,0.43
compensate,2.36,1.55,-0.01,2.36,1.55,-0.01
compete_with,1.44,1.58,1.89,1.44,1.58,1.89
complain_about,-1.79,-0.99,1.06,-1.79,-0.99,1.06
complain_to,-1.11,-0.48,1.35,-1.11,-0.48,1.35
compliment,3.01,2.57,0.54,3.01,2.57,0.54
comply_with,1.11,0.04,-0.54,1.11,0.04,-0.54
compromise_with,2.19,2.00,-0.11,2.19,2.00,-0.11
con,-2.81,1.14,0.72,-2.81,1.14,0.72
concede_to,-0.55,-0.84,-1.29,-0.55,-0.84,-1.29
concur_with,1.70,1.19,-0.06,1.70,1.19,-0.06
condemn,-2.43,1.43,1.08,-2.43,1.43,1.08
confer_with,1.56,1.48,0.01,1.56,1.48,0.01
confess_to,1.72,1.79,-0.07,1.72,1.79,-0.07
confide_in,2.00,1.84,-1.16,2.00,1.84,-1.16
confine,-2.16,1.33,-0.22,-2.16,1.33,-0.22
confound,-0.23,1.06,0.40,-0.23,1.06,0.40
confront,0.48,1.94,1.30,0.48,1.94,1.30
confuse,-0.98,0.70,0.12,-0.98,0.70,0.12
congratulate,2.93,2.29,1.61,2.93,2.29,1.61
consider,1.89,1.36,-0.17,1.89,1.36,-0.17
console,2.79,2.10,-1.12,2.79,2.10,-1.12
conspire_against,-2.29,1.50,-0.24,-2.29,1.50,-0.24
conspire_with,-0.38,1.46,-0.08,-0.38,1.46,-0.08
constrain,-1.96,1.19,0.35,-1.96,1.19,0.35
consult,1.90,1.22,-0.10,1.90,1.22,-0.10
contact,1.48,1.21,0.81,1.48,1.21,0.81
contemplate,0.95,1.24,-1.33,0.95,1.24,-1.33
contradict,-0.31,0.67,0.71,-0.31,0.67,0.71
control,-2.01,2.34,0.25,-2.01,2.34,0.25
converse_with,2.25,1.66,0.92,2.25,1.66,0.92
convert,0.09,2.06,-0.05,0.09,2.06,-0.05
convict,-0.19,2.13,0.77,-0.19,2.13,0.77
convince,1.12,2.19,0.54,1.12,2.19,0.54
cooperate_with,2.78,1.67,-0.44,2.78,1.67,-0.44
corner,-1.75,1.86,1.00,-1.75,1.86,1.00
correct,0.65,1.09,0.79,0.65,1.09,0.79
corrupt,-3.14,2.22,-0.12,-3.14,2.22,-0.12
counsel,2.75,2.30,-0.78,2.75,2.30,-0.78
court,2.05,1.72,-0.14,2.05,1.72,-0.14
cripple,-3.28,1.71,1.09,-3.28,1.71,1.09
criticize,-0.88,0.99,1.03,-0.88,0.99,1.03
cross_examine,0.01,1.19,0.73,0.01,1.19,0.73
cry_for,0.35,0.57,0.15,0.35,0.57,0.15
cuddle,3.24,1.89,-1.44,3.24,1.89,-1.44
cue,1.09,1.40,0.31,1.09,1.40,0.31
cure,3.68,3.60,0.34,3.68,3.60,0.34
curry_favor_from,0.30,0.11,0.42,0.30,0.11,0.42
curse,-2.50,0.49,1.21,-2.50,0.49,1.21
curtsey_to,1.54,0.10,-0.77,1.54,0.10,-0.77
cut,-3.07,1.62,0.60,-3.07,1.62,0.60
cut_off_relations_with,-0.99,1.55,-0.24,-0.99,1.55,-0.24
cut_someone_down_to_size,-1.23,1.38,1.14,-1.23,1.38,1.14
cut_the_pay_of,-2.33,1.94,-0.04,-2.33,1.94,-0.04
damn,-2.86,1.07,1.53,-2.86,1.07,1.53
dance_with,2.65,1.47,1.13,2.65,1.47,1.13
dare,-0.50,0.89,1.43,-0.50,0.89,1.43
date,2.28,1.65,0.83,2.28,1.65,0.83
dazzle,2.34,2.21,1.68,2.34,2.21,1.68
deafen,-2.71,1.10,1.58,-2.71,1.10,1.58
debase,-1.74,0.46,0.50,-1.74,0.46,0.50
debate_with,1.09,1.81,1.91,1.09,1.81,1.91
debrief,1.37,1.44,0.02,1.37,1.44,0.02
deceive,-2.81,0.58,-0.45,-2.81,0.58,-0.45
decorate,1.42,1.00,0.67,1.42,1.00,0.67
defame,-1.94,1.00,0.82,-1.94,1.00,0.82
defeat,0.93,2.16,1.54,0.93,2.16,1.54
defend,2.69,2.77,1.61,2.69,2.77,1.61
defer_to,-0.14,0.47,-0.44,-0.14,0.47,-0.44
defile,-3.07,0.65,1.13,-3.07,0.65,1.13
deflate,-2.35,1.09,0.50,-2.35,1.09,0.50
defy,-1.10,1.47,0.84,-1.10,1.47,0.84
degrade,-3.52,0.75,0.18,-3.52,0.75,0.18
delay,-2.03,0.77,-0.04,-2.03,0.77,-0.04
delay_payment_to,-2.68,0.06,-0.99,-2.68,0.06,-0.99
delight,2.91,2.26,1.00,2.91,2.26,1.00
delude,-1.71,1.12,-0.72,-1.71,1.12,-0.72
demand,-1.39,1.41,1.51,-1.39,1.41,1.51
demean,-2.73,0.64,1.10,-2.73,0.64,1.10
demoralize,-3.13,1.31,0.70,-3.13,1.31,0.70
demote,-1.36,1.50,0.43,-1.36,1.50,0.43
denigrate,-2.21,0.56,0.61,-2.21,0.56,0.61
denounce,-2.01,0.86,0.81,-2.01,0.86,0.81
deny,-0.85,1.69,0.03,-0.85,1.69,0.03
deport,-1.47,2.03,1.16,-1.47,2.03,1.16
deprave,-2.39,0.60,-0.03,-2.39,0.60,-0.03
deprecate,-2.27,0.25,0.35,-2.27,0.25,0.35
depress,-3.45,0.77,-1.08,-3.45,0.77,-1.08
deprive,-2.44,1.20,-0.44,-2.44,1.20,-0.44
deride,-1.54,0.05,0.76,-1.54,0.05,0.76
desert,-2.92,0.46,-0.23,-2.92,0.46,-0.23
desire,1.21,0.83,-0.01,1.21,0.83,-0.01
desire_sexually,1.62,1.62,1.41,1.62,1.62,1.41
despise,-2.10,0.46,-0.02,-2.10,0.46,-0.02
destroy,-3.73,2.28,1.84,-3.73,2.28,1.84
detain,-1.01,1.99,0.56,-1.01,1.99,0.56
deter,-1.16,1.04,0.20,-1.16,1.04,0.20
detest,-1.90,0.43,0.24,-1.90,0.43,0.24
diagnose,1.12,2.08,-0.53,1.12,2.08,-0.53
dicker_with,-1.44,-0.16,1.05,-1.44,-0.16,1.05
diddle,-0.37,0.12,0.92,-0.37,0.12,0.92
dine_with,2.29,1.23,0.14,2.29,1.23,0.14
direct,1.56,2.03,1.13,1.56,2.03,1.13
disable,-2.73,0.59,0.68,-2.73,0.59,0.68
disagree_with,0.27,1.41,1.16,0.27,1.41,1.16
disappoint,-2.90,0.06,-1.07,-2.90,0.06,-1.07
disapprove_of,-0.78,1.11,0.01,-0.78,1.11,0.01
disbelieve,-0.72,0.63,-0.48,-0.72,0.63,-0.48
discharge,-0.43,1.53,0.29,-0.43,1.53,0.29
discipline,0.96,2.17,1.15,0.96,2.17,1.15
discomfort,-2.27,0.77,0.45,-2.27,0.77,0.45
disconcert,-1.35,0.52,0.06,-1.35,0.52,0.06
discourage,-2.54,0.10,0.20,-2.54,0.10,0.20
discredit,-1.73,1.25,0.58,-1.73,1.25,0.58
discriminate_against,-3.46,0.10,0.25,-3.46,0.10,0.25
discuss_something_with,1.69,1.49,0.34,1.69,1.49,0.34
disenchant,-1.42,0.38,-0.25,-1.42,0.38,-0.25
disgrace,-2.56,0.86,0.52,-2.56,0.86,0.52
disillusion,-1.83,1.17,0.42,-1.83,1.17,0.42
dislike,-1.16,0.65,-0.09,-1.16,0.65,-0.09
dismay,-1.86,0.20,0.02,-1.86,0.20,0.02
dismiss,-1.61,1.18,0.21,-1.61,1.18,0.21
disobey,-1.43,0.94,0.65,-1.43,0.94,0.65
disparage,-2.36,0.50,0.44,-2.36,0.50,0.44
displease,-1.95,0.14,0.43,-1.95,0.14,0.43
dispute,-0.06,1.40,1.56,-0.06,1.40,1.56
disqualify,-1.08,1.54,0.74,-1.08,1.54,0.74
disregard,-1.94,0.11,-0.66,-1.94,0.11,-0.66
disrespect,-3.04,0.45,1.05,-3.04,0.45,1.05
dissuade,0.06,1.61,0.42,0.06,1.61,0.42
distract,-1.10,0.99,1.41,-1.10,0.99,1.41
distress,-2.18,0.91,0.96,-2.18,0.91,0.96
distrust,-1.43,0.88,-0.67,-1.43,0.88,-0.67
disturb,-2.13,1.08,1.73,-2.13,1.08,1.73
divorce,-2.10,1.29,0.01,-2.10,1.29,0.01
dominate,-1.40,2.63,1.94,-1.40,2.63,1.94
dote_on,0.59,0.53,0.32,0.59,0.53,0.32
double_cross,-3.00,1.31,0.48,-3.00,1.31,0.48
doubt,-0.84,0.48,-0.50,-0.84,0.48,-0.50
draw_near_to,1.62,1.14,-0.80,1.62,1.14,-0.80
dress,1.22,1.26,-0.23,1.22,1.26,-0.23
drink_to,1.39,1.15,1.69,1.39,1.15,1.69
drink_with,1.01,0.58,1.24,1.01,0.58,1.24
drive_out,-1.66,1.42,1.10,-1.66,1.42,1.10
drone_on_at,-2.13,-0.47,-0.26,-2.13,-0.47,-0.26
drug,-3.43,1.35,-0.28,-3.43,1.35,-0.28
dupe,-2.42,0.82,0.44,-2.42,0.82,0.44
eat_with,2.71,1.25,1.00,2.71,1.25,1.00
educate,3.34,3.38,0.42,3.34,3.38,0.42
elbow,-1.66,0.49,1.14,-1.66,0.49,1.14
elect,1.86,2.75,1.76,1.86,2.75,1.76
elude,-0.42,0.53,-0.74,-0.42,0.53,-0.74
embarrass,-2.40,1.26,1.46,-2.40,1.26,1.46
embezzle_from,-3.02,0.96,-0.26,-3.02,0.96,-0.26
embrace,3.17,2.67,-1.00,3.17,2.67,-1.00
employ,2.43,2.60,0.33,2.43,2.60,0.33
emulate,0.59,0.56,0.13,0.59,0.56,0.13
enchant,1.66,2.11,0.20,1.66,2.11,0.20
encourage,3.34,2.74,1.47,3.34,2.74,1.47
endanger,-3.23,1.23,1.21,-3.23,1.23,1.21
endorse,1.91,1.69,1.01,1.91,1.69,1.01
endure,0.58,0.69,-0.80,0.58,0.69,-0.80
engage,1.79,2.05,1.34,1.79,2.05,1.34
enjoy,3.07,2.07,0.80,3.07,2.07,0.80
enrage,-2.44,1.76,2.11,-2.44,1.76,2.11
enrapture,0.27,2.07,0.58,0.27,2.07,0.58
enslave,-3.80,2.25,1.47,-3.80,2.25,1.47
ensnare,-1.81,1.44,0.82,-1.81,1.44,0.82
entertain,2.26,1.63,1.99,2.26,1.63,1.99
enthrall,1.64,2.11,1.36,1.64,2.11,1.36
entice,0.01,1.74,0.24,0.01,1.74,0.24
entrap,-2.14,1.24,0.57,-2.14,1.24,0.57
entreat,0.90,0.80,-0.09,0.90,0.80,-0.09
entrust,2.39,2.37,-0.73,2.39,2.37,-0.73
envy,-2.27,-0.75,-0.52,-2.27,-0.75,-0.52
escape,1.59,1.94,0.61,1.59,1.94,0.61
escort,1.25,1.13,0.33,1.25,1.13,0.33
esteem,2.48,1.92,0.65,2.48,1.92,0.65
evade,-0.88,-0.20,-0.29,-0.88,-0.20,-0.29
evaluate,0.63,1.45,-0.47,0.63,1.45,-0.47
evict,-1.79,1.97,0.80,-1.79,1.97,0.80
exalt,0.32,1.12,1.28,0.32,1.12,1.28
examine,0.79,0.95,-1.21,0.79,0.95,-1.21
excite,2.43,2.11,2.47,2.43,2.11,2.47
exclude,-2.61,0.71,-0.33,-2.61,0.71,-0.33
excuse,1.22,1.16,-0.29,1.22,1.16,-0.29
execute,-2.59,2.78,1.36,-2.59,2.78,1.36
exhaust,-0.72,0.90,1.03,-0.72,0.90,1.03
exhibit,-0.75,0.72,0.65,-0.75,0.72,0.65
exile,-2.05,2.28,0.80,-2.05,2.28,0.80
exonerate,1.20,2.34,0.75,1.20,2.34,0.75
exorcise,-0.87,1.31,1.74,-0.87,1.31,1.74
expel,-1.79,2.82,1.26,-1.79,2.82,1.26
experience,2.44,2.02,0.20,2.44,2.02,0.20
explain_something_to,2.37,1.98,0.16,2.37,1.98,0.16
exploit,-2.95,1.61,0.95,-2.95,1.61,0.95
expose,-1.44,1.22,0.93,-1.44,1.22,0.93
exterminate,-3.20,2.64,1.69,-3.20,2.64,1.69
extol,-0.27,1.00,0.77,-0.27,1.00,0.77
extort,-2.40,1.41,0.66,-2.40,1.41,0.66
eye,-0.44,0.37,-0.62,-0.44,0.37,-0.62
fail,-2.52,0.31,-0.15,-2.52,0.31,-0.15
fall_in_love_with,3.01,2.65,0.77,3.01,2.65,0.77
favor,0.51,1.14,0.24,0.51,1.14,0.24
fear,-2.58,-0.71,-0.80,-2.58,-0.71,-0.80
feed_something_to,2.82,2.26,0.07,2.82,2.26,0.07
fib_to,-1.96,0.55,-0.04,-1.96,0.55,-0.04
fight,-2.04,1.23,2.86,-2.04,1.23,2.86
financially_back,2.03,2.49,-0.02,2.03,2.49,-0.02
find,1.98,1.85,0.77,1.98,1.85,0.77
fine,-1.31,1.24,0.35,-1.31,1.24,0.35
fire_from_a_job,-1.25,2.09,0.63,-1.25,2.09,0.63
fix,1.56,2.28,0.03,1.56,2.28,0.03
flatter,1.83,1.50,1.07,1.83,1.50,1.07
flee,-0.56,0.17,1.19,-0.56,0.17,1.19
flirt_with,1.90,1.74,0.71,1.90,1.74,0.71
flog,-2.58,1.33,2.23,-2.58,1.33,2.23
flunk,-1.77,1.88,-0.31,-1.77,1.88,-0.31
fluster,-0.22,1.24,0.84,-0.22,1.24,0.84
foil,-0.54,1.28,0.59,-0.54,1.28,0.59
follow,-0.30,-0.04,-1.16,-0.30,-0.04,-1.16
fondle,-0.21,0.94,-0.09,-0.21,0.94,-0.09
fool,-1.91,0.72,0.65,-1.91,0.72,0.65
forbid,-1.31,1.93,0.72,-1.31,1.93,0.72
force,-2.35,1.63,1.77,-2.35,1.63,1.77
forget,-1.59,0.46,-1.05,-1.59,0.46,-1.05
forgive,3.09,2.96,-1.14,3.09,2.96,-1.14
forsake,-2.22,0.78,-0.04,-2.22,0.78,-0.04
foster,2.79,2.20,0.04,2.79,2.20,0.04
frame,-3.46,1.35,-0.22,-3.46,1.35,-0.22
freakout,-1.55,1.25,2.06,-1.55,1.25,2.06
free,2.76,2.50,0.46,2.76,2.50,0.46
frighten,-1.37,1.31,1.62,-1.37,1.31,1.62
frightened,-1.23,1.16,1.72,-1.23,1.16,1.72
frisk,-1.20,1.08,1.11,-1.20,1.08,1.11
frown_at,-1.87,0.40,-1.07,-1.87,0.40,-1.07
frustrate,-1.76,1.07,1.37,-1.76,1.07,1.37
gawk_at,-1.37,-0.28,-0.03,-1.37,-0.28,-0.03
gaze_at,0.99,0.26,-1.57,0.99,0.26,-1.57
get_even_with,-1.65,0.32,0.50,-1.65,0.32,0.50
get_to_know,2.90,2.24,0.32,2.90,2.24,0.32
giggle_at,0.05,0.27,0.94,0.05,0.27,0.94
giggle_with,2.96,1.88,2.02,2.96,1.88,2.02
give_a_raise_to,2.74,2.25,0.46,2.74,2.25,0.46
give_in_to,-0.95,-1.49,-0.82,-0.95,-1.49,-0.82
give_medical_treatment_to,3.08,2.80,1.57,3.08,2.80,1.57
glance_at,0.76,0.03,-0.11,0.76,0.03,-0.11
glare_at,-1.42,0.75,-0.92,-1.42,0.75,-0.92
glorify,0.97,1.25,1.48,0.97,1.25,1.48
